"Food code","Main food description","WWEIA Category description","Recipe"
"41311020","Sambar, vegetable stew","Vegetable dishes","Lentils  mature seeds  cooked  boiled  without salt, Okra  frozen  cooked  boiled  drained  without salt, Green beans  cooked  as ingredient, Onions  cooked  as ingredient, Potatoes  baked  flesh and skin  without salt, Tomatoes  cooked  as ingredient, Tamarind  dried, Spices  turmeric  ground, Spices  chili powder, Beverages  water  tap  drinking, Salt  table  iodized, Vegetable oil  NFS, Spices  mustard seed  ground"
"41440000","Textured vegetable protein, dry","Processed soy products","Soy flour  defatted"
"41811890","Vegetarian burger or patty, meatless, no bun","Processed soy products","Veggie burgers or soyburgers  unprepared"
"41812400","Vegetarian pot pie","Bean, pea, legume dishes","Wheat flour  white  all-purpose  enriched  bleached, Shortening  vegetable  household  composite, Margarine  regular  80% fat  composite  stick  with salt, Beverages  water  tap  drinking, Cream  fluid  light (coffee cream or table cream), Salt  table  iodized, Chicken  meatless, Carrots  raw, Peas  green  raw, Onions  raw"
"41812450","Vegetarian chili, made with meat substitute","Bean, pea, legume dishes","Spices  chili powder, Beans  kidney  red  mature seeds  cooked  boiled  without salt, Tomato products  canned  puree  with salt added, Vegetarian meatloaf or patties, Onions  raw, Spices  garlic powder, Salt  table  iodized, Vegetable oil  NFS"
"41812500","Tofu and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, with soy-based sauce","Stir-fry and soy-based sauce mixtures","Tofu  soft  prepared with calcium sulfate and magnesium chloride (nigari), Vegetable oil  NFS, Garlic  raw, Ginger root  raw, Onions  cooked  boiled  drained  without salt, Onions  spring or scallions (includes tops and bulb)  raw, Soy sauce made from soy and wheat (shoyu), Soup  beef broth or bouillon canned  ready-to-serve, Carrots  cooked  boiled  drained  without salt, Broccoli  cooked  as ingredient"
"41812510","Tofu and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, with soy-based sauce","Stir-fry and soy-based sauce mixtures","Tofu  soft  prepared with calcium sulfate and magnesium chloride (nigari), Vegetable oil  NFS, Garlic  raw, Ginger root  raw, Onions  cooked  boiled  drained  without salt, Onions  spring or scallions (includes tops and bulb)  raw, Soy sauce made from soy and wheat (shoyu), Soup  beef broth or bouillon canned  ready-to-serve, Peppers  sweet  green  cooked  boiled  drained  without salt, Green beans  cooked  as ingredient, Mushrooms  white  cooked  boiled  drained  without salt"
"41812600","Vegetarian, fillet","Processed soy products","Vegetarian fillets"
"41812800","Vegetarian stew","Vegetable dishes","Butter  salted, Okra  frozen  cooked  boiled  drained  without salt, Celery  raw, Onions  cooked  boiled  drained  without salt, Tomatoes  red  ripe  canned  packed in tomato juice, Sugars  brown, Spices  paprika, Beverages  water  tap  drinking, Salt  table  iodized"
"41812850","Vegetarian stroganoff","Bean, pea, legume dishes","Veggie burgers or soyburgers  unprepared, Onions  raw, Vegetable oil  NFS, Soup  cream of mushroom  canned  condensed, Mushrooms  canned  drained solids, Cream  sour  cultured, Wheat flour  white  all-purpose  enriched  bleached"
"42204100","Gravy, vegetarian","Dips, gravies, other sauces","White sauce or gravy"
"51135000","Bread, vegetable","Yeast breads","Beverages  water  tap  drinking, Milk  NFS, Salt  table  iodized, Sugars  granulated, Butter  salted, Shortening  vegetable  household  composite, Leavening agents  yeast  baker's  active dry, Wheat flour  white  bread  enriched, Carrots  raw, Peppers  sweet  red  raw, Tomatoes  sun-dried, Spinach  raw"
"51135010","Bread, vegetable, toasted","Yeast breads","Bread  vegetable"
"51808000","Bread, gluten free","Yeast breads","Bread  gluten-free  white  made with rice flour  corn starch  and/or tapioca"
"51808010","Bread, gluten free, toasted","Yeast breads","Bread  gluten-free  white  made with rice flour  corn starch  and/or tapioca"
"51808050","Breadsticks, hard, gluten free","Crackers, excludes saltines","Crackers  gluten-free  multi-seeded and multigrain"
"51808100","Roll, gluten free","Rolls and buns","Rolls  gluten-free  white  made with rice flour  rice starch  and corn starch"
"53261000","Cookie, gluten free","Cookies and brownies","Cookies  gluten-free  chocolate sandwich  with creme filling"
"54340100","Crackers, gluten free, plain","Crackers, excludes saltines","Crackers  gluten-free  multi-seeded and multigrain"
"54340110","Crackers, gluten free, flavored","Crackers, excludes saltines","Crackers  gluten-free  multi-seeded and multigrain"
"54408081","Pretzels, hard, plain, gluten free","Pretzels/snack mix","Snacks  Pretzels  gluten- free made with cornstarch and potato flour"
"54408082","Pretzels, hard, flavored, gluten free","Pretzels/snack mix","Snacks  Pretzels  gluten- free made with cornstarch and potato flour, Vegetable oil  NFS, Salt  table  iodized"
"54408115","Pretzel chips, hard, gluten free","Pretzels/snack mix","Snacks  Pretzels  gluten- free made with cornstarch and potato flour, Salt  table  iodized"
"54408260","Pretzels, hard, coated, gluten free","Pretzels/snack mix","Snacks  Pretzels  gluten- free made with cornstarch and potato flour, Sugars  granulated, Candies  white chocolate"
"54408485","Pretzels, soft, gluten free","Pretzels/snack mix","Bread  gluten-free  white  made with rice flour  corn starch  and/or tapioca, Snacks  Pretzels  gluten- free made with cornstarch and potato flour"
"54408486","Pretzels, soft, gluten free, cinnamon sugar coated","Pretzels/snack mix","Bread  gluten-free  white  made with rice flour  corn starch  and/or tapioca, Snacks  Pretzels  gluten- free made with cornstarch and potato flour, Sugar  cinnamon, Butter oil  anhydrous"
"54408487","Pretzels, soft, gluten free, coated or flavored","Pretzels/snack mix","Bread  gluten-free  white  made with rice flour  corn starch  and/or tapioca, Snacks  Pretzels  gluten- free made with cornstarch and potato flour, Cheese  parmesan  grated, Butter oil  anhydrous"
"55100040","Pancakes, gluten free, from frozen","Pancakes, waffles, French toast","Pancakes  gluten-free  frozen  ready-to-heat"
"55106000","Pancakes, gluten free","Pancakes, waffles, French toast","Pancakes  gluten-free  frozen  ready-to-heat"
"55200090","Waffle, gluten free, from frozen","Pancakes, waffles, French toast","Waffles  gluten-free  frozen  ready-to-heat"
"55300040","French toast, gluten free, from frozen","Pancakes, waffles, French toast","Bread  gluten-free  white  made with rice flour  corn starch  and/or tapioca, Egg  whole  raw  fresh, Milk  NFS, Sugars  granulated, Beverages  water  tap  drinking"
"55301025","French toast, gluten free","Pancakes, waffles, French toast","Bread  gluten-free  white  made with rice flour  corn starch  and/or tapioca, Egg  whole  raw  fresh, Milk  NFS, Sugars  granulated, Oil or table fat  NFS"
"56104000","Pasta, vegetable, cooked","Pasta, noodles, cooked grains","Macaroni  vegetable  enriched  cooked, Salt  table  iodized"
"56113990","Noodles, vegetable, cooked","Pasta, noodles, cooked grains","Noodles  egg  spinach  enriched  cooked, Salt  table  iodized"
"56140100","Pasta, gluten free","Pasta, noodles, cooked grains","Pasta  gluten-free  corn and rice flour  cooked"
"58104750","Quesadilla with vegetables","Other Mexican mixed dishes","Tortillas  ready-to-bake or -fry  flour  refrigerated, Cheese  cheddar (Includes foods for USDA's Food Distribution Program), Peppers  jalapeno  raw, Vegetable oil  NFS, Red pepper  cooked  as ingredient, Summer squash  cooked  as ingredient, Onions  spring or scallions (includes tops and bulb)  raw"
"58104760","Quesadilla with vegetables and meat","Other Mexican mixed dishes","Tortillas  ready-to-bake or -fry  flour  refrigerated, Cheese  cheddar (Includes foods for USDA's Food Distribution Program), Peppers  jalapeno  raw, Vegetable oil  NFS, Beef steak  NS as to cooking method  NS as to fat eaten, Red pepper  cooked  as ingredient, Summer squash  cooked  as ingredient, Onions  spring or scallions (includes tops and bulb)  raw"
"58104770","Quesadilla with vegetables and chicken","Other Mexican mixed dishes","Tortillas  ready-to-bake or -fry  flour  refrigerated, Cheese  cheddar (Includes foods for USDA's Food Distribution Program), Peppers  jalapeno  raw, Vegetable oil  NFS, Chicken  NS as to part  rotisserie  skin not eaten, Red pepper  cooked  as ingredient, Summer squash  cooked  as ingredient, Onions  spring or scallions (includes tops and bulb)  raw"
"58105000","Fajita with chicken and vegetables","Other Mexican mixed dishes","Tortillas  ready-to-bake or -fry  flour  refrigerated, Onions  raw, Peppers  sweet  red  raw, Peppers  sweet  green  raw, Vegetable oil  NFS, Sauce  salsa  ready-to-serve, Cream  sour  cultured, Salt  table  iodized, Chicken  NS as to part  rotisserie  skin not eaten"
"58105050","Fajita with meat and vegetables","Other Mexican mixed dishes","Tortillas  ready-to-bake or -fry  flour  refrigerated, Onions  raw, Peppers  sweet  green  raw, Peppers  sweet  red  raw, Vegetable oil  NFS, Salt  table  iodized, Sauce  salsa  ready-to-serve, Cream  sour  cultured, Beef  top sirloin  steak  separable lean only  trimmed to 1/8"" fat  all grades  cooked  broiled"
"58105075","Fajita with vegetables","Other Mexican mixed dishes","Tortillas  ready-to-bake or -fry  flour  refrigerated, Onions  raw, Peppers  sweet  red  raw, Peppers  sweet  green  raw, Vegetable oil  NFS, Salt  table  iodized, Sauce  salsa  ready-to-serve, Cream  sour  cultured, Mushrooms  white  raw, Squash  summer  zucchini  includes skin  raw, Cheese  monterey"
"58106300","Pizza, cheese, with vegetables, from frozen, thin crust","Pizza","Pizza  cheese topping  regular crust  frozen  cooked, Peppers  sweet  green  cooked  boiled  drained  without salt, Onions  cooked  boiled  drained  without salt"
"58106305","Pizza, cheese with vegetables, from frozen, thick crust","Pizza","Pizza  cheese topping  rising crust  frozen  cooked, Peppers  sweet  green  cooked  boiled  drained  without salt, Onions  cooked  boiled  drained  without salt"
"58106320","Pizza, cheese, with vegetables, from restaurant or fast food, thin crust","Pizza","Fast Food  Pizza Chain  14"" pizza  cheese topping  thin crust, Peppers  sweet  green  cooked  boiled  drained  without salt, Onions  cooked  boiled  drained  without salt"
"58106325","Pizza, cheese, with vegetables, from restaurant or fast food, medium crust","Pizza","Fast Food  Pizza Chain  14"" pizza  cheese topping  regular crust, Peppers  sweet  green  cooked  boiled  drained  without salt, Onions  cooked  boiled  drained  without salt"
"58106330","Pizza, cheese, with vegetables, from restaurant or fast food, thick crust","Pizza","Fast Food  Pizza Chain  14"" pizza  cheese topping  thick crust, Peppers  sweet  green  cooked  boiled  drained  without salt, Onions  cooked  boiled  drained  without salt"
"58106345","Pizza with cheese and extra vegetables, thin crust","Pizza","Fast Food  Pizza Chain  14"" pizza  cheese topping  thin crust, Onions  cooked  boiled  drained  without salt, Peppers  sweet  green  cooked  boiled  drained  without salt, Mushrooms  white  cooked  boiled  drained  without salt, Olives  ripe  canned (small-extra large)"
"58106347","Pizza with cheese and extra vegetables, medium crust","Pizza","Fast Food  Pizza Chain  14"" pizza  cheese topping  regular crust, Onions  cooked  boiled  drained  without salt, Peppers  sweet  green  cooked  boiled  drained  without salt, Mushrooms  white  cooked  boiled  drained  without salt, Olives  ripe  canned (small-extra large)"
"58106350","Pizza with cheese and extra vegetables, thick crust","Pizza","Fast Food  Pizza Chain  14"" pizza  cheese topping  thick crust, Onions  cooked  boiled  drained  without salt, Peppers  sweet  green  cooked  boiled  drained  without salt, Mushrooms  white  cooked  boiled  drained  without salt, Olives  ripe  canned (small-extra large)"
"58106700","Pizza with meat and vegetables, from frozen, thin crust","Pizza","Pizza  meat and vegetable topping  regular crust  frozen  cooked"
"58106702","Pizza with meat and vegetables, from frozen, medium crust","Pizza","Pizza  meat and vegetable topping  regular crust  frozen  cooked"
"58106705","Pizza with meat and vegetables, from frozen, thick crust","Pizza","Pizza  meat and vegetable topping  rising crust  frozen  cooked"
"58106720","Pizza with meat and vegetables, from restaurant or fast food, thin crust","Pizza","Fast Food  Pizza Chain  14"" pizza  cheese topping  thin crust, Sausage  Italian  pork  mild  cooked  pan-fried, Beef  ground  85% lean meat / 15% fat  crumbles  cooked  pan-browned, Onions  cooked  boiled  drained  without salt, Peppers  sweet  green  cooked  boiled  drained  without salt"
"58106725","Pizza with meat and vegetables, from restaurant or fast food, medium crust","Pizza","Fast Food  Pizza Chain  14"" pizza  meat and vegetable topping  regular crust"
"58106730","Pizza with meat and vegetables, from restaurant or fast food, thick crust","Pizza","Fast Food  Pizza Chain  14"" pizza  cheese topping  thick crust, Sausage  Italian  pork  mild  cooked  pan-fried, Beef  ground  85% lean meat / 15% fat  crumbles  cooked  pan-browned, Onions  cooked  boiled  drained  without salt, Peppers  sweet  green  cooked  boiled  drained  without salt"
"58106736","Pizza with extra meat and extra vegetables, thin crust","Pizza","Fast Food  Pizza Chain  14"" pizza  cheese topping  thin crust, Sausage  Italian  pork  mild  cooked  pan-fried, Beef  ground  85% lean meat / 15% fat  crumbles  cooked  pan-browned, Chicken  broiler  rotisserie  BBQ  breast  meat only, Green pepper  cooked  as ingredient, Onions  cooked  as ingredient, Mushrooms  cooked  as ingredient, Olives  ripe  canned (small-extra large)"
"58106737","Pizza with extra meat and extra vegetables, thick crust","Pizza","Fast Food  Pizza Chain  14"" pizza  cheese topping  thick crust, Sausage  Italian  pork  mild  cooked  pan-fried, Beef  ground  85% lean meat / 15% fat  crumbles  cooked  pan-browned, Chicken  broiler  rotisserie  BBQ  breast  meat only, Green pepper  cooked  as ingredient, Onions  cooked  as ingredient, Mushrooms  cooked  as ingredient, Olives  ripe  canned (small-extra large)"
